,TEXT,0,1,2,3,4,5,6
788,"Richard MooreAlliance for Advancing a National Integrated Food Safety System Senator Massachusetts SenateFOA RFA-FD-11-031 President, NCSL Tim RiceProject Summary/Abstract EIllxiencouitsivLeeDgisirlaecttiovre Information System Staff Chair, NCSLAbout NCSL William Pound Executive DirectorThe National Conference of State Legislatures (NCSL) is the nation's preeminentbipartisan organization of, by and for state legislatures. Since its founding in 1975,NCSL has been dedicated to serving all state legislators and legislative staff, throughresearch, publications, consulting assistance, meetings and seminars, and electronicservices. NCSL's goals are to improve the quality and effectiveness of statelegislatures and promote policy innovation and communication among statelegislatures.ObjectivesTo facilitate long-term improvements to the national food safety system by enlighteningstate legislatures and policy makers on federal, state and local food safety policies andpractices and to communicate regulatory changes and technological advancements tothe national, state and local food safety system to state legislatures.Methods to be EmployedState Statute Tracking Service.Legislative Tracking Service.Best Practices Report on Food Safety.Meeting at NCSL Annual Meeting.Publications: Article in State Legislatures Magazine. Web Brief: AudioConference on Food Safety-related topic,Technical Assistance to State Legislatures.Meeting and Presentation at a national food safety conference or other relevantmeeting.Information clearinghouse.Insight and intelligence on state policy concerns.Administrative Responsibilities. abstracting; Communication; Consult; Effectiveness; Electronics; Food Safety; Goals; improved; Information Systems; innovation; insight; Intelligence; Internet; Journals; Massachusetts; meetings; Methods; Policies; Policy Maker; Publications; Reporting; Research; Rice; Services; symposium; SystemALLIANCE FOR ADVANCING A NATIONAL INTEGRATED FOOD SAFETY SYSTEM",0.999999,1e-06,1e-06,1e-06,1e-06,1e-06,0.999999
789,"DESCRIPTION (provided by applicant): The Health Economics Program in the Department of Health Policy and Management at the Boston University School of Public Health seeks funding to support continuation of the highly successful Annual Health Economics Conferences (AHEC) for 2013 (at the University of Pennsylvania), 2014 (at Rice University) and 2015 (at the University of Georgia). The AHEC conference uses a small conference format for rigorous presentation and discussion of health economics research, with special attention to its application to policy. In this context, the aims of these conferences are: (1) to advance the polic applicability of health economics by exploring theoretical issues with high potential for application to real-world health settings; (2) to improve the policy relevance of empirical health economics by fostering research that emphasizes the study of important current policy questions using rigorous methods; and (3) to develop the next generation of health economic scholars by placing promising junior economists with high-profile senior economists in an intensive 1.5-day, small group setting. Over the past 23 years, AHEC has been hosted by most of the major universities that offer advanced degree programs and have major funded research programs in health economics. The unique nature of each conference focus combined with the prestige of each university has ensured exceptionally high quality papers and serious interactions among conference participants. For these three years, the conference will build upon past success by (1) retaining the core structure and tradition of AHEC, with extensive discussion of leading-edge, policy-relevant research in health economics and (2) addressing the current changing health care reform environment by including sessions that focus on two critical issues in the cost, productivity, organization, and market forces of health care that are of curren importance for public policy and AHRQ. Address; Attention; Boston; cost; Ensure; Environment; Fostering; Funding; Health Care Reform; health economics; Health Policy; Healthcare; improved; Marketing; Methods; Nature; next generation; Paper; Participant; Pennsylvania; Policies; Productivity; programs; Public Health Schools; Public Policy; Research; Rice; Structure; success; symposium; United States Agency for Healthcare Research and Quality; Universities; World Health24TH - 26TH ANNUAL HEALTH ECONOMICS CONFERENCES",0.999999,1e-06,1e-06,1e-06,0.999999,1e-06,0.999999
790,"Methylmercury is a potent neurotoxin that strongly bioaccumulatesin plant and animal tissue, exposing humans to high levels of toxicity through fish and rice consumption, a significant economic and human health concern in the Great Lakes region. Most environmental mercury contamination originates from fossil fuel combustion and mining activity and is deposited into ecosystems in a relatively harmless inorganic form. Microbial methylation within anoxic sediments, however, converts inorganic pollutants into methylmercury, dramatically increasing mercury&rsquo;s bioavailability. Yet, the role of biotic and abiotic factors in mercury cycling is not well understood. This project will use a suite of molecular microbiological techniques to unravel the controls over mercury cycling along seasonal and spatial gradients within the Lake Superior National Estuarine Research Reserve (LSNERR) in Superior, Wisconsin. animal tissue; Biological Availability; Consumption; Deposition; Economics; Ecosystem; exposed human population; Fishes; Fossil Fuels; Great Lakes Region; Health; Human; Mercury; Methylation; Methylmercury Compounds; microbial; Microbiological Techniques; Mining; Molecular; Names; Neurotoxins; Plants; pollutant; Research; Rice; Rivers; Role; Toxic effect; WisconsinBIOTIC AND ABIOTIC CONTROLS OVER MERCURY METHYLATION IN THE ST. LOUIS RIVER ESTUARY: AN EXAMINATION OF SEASONAL AND VEGETATIVE INFLUENCES",1e-06,1e-06,3.069079523718809e-05,0.999999,0.999999,0.999999,0.999999
791,"The University of Florida, in collaboration with Clemson University, University of Alabama, Auburn University, Carnegie Mellon University, Rice University, University of Wisconsin-Madison, and Winston-Salem State University, propose to extend the work of multiple NSF BPC Alliances (A4RC, ARTSI, EL Alliance) and Demonstration Projects (AARCS) that utilized different strategies toward broadening the participation of African-Americans in computing sciences. Although these previous alliances and demonstration projects differed with respect to implementation strategies, they all had a strong emphasis on mentoring. As such, the newly combined Institute for African-American Mentoring in Computing Sciences (iAAMCS, pronounced  i am cs ) will serve as a national resource and emphasize mentoring as the primary strategy for increasing the participation of African-Americans in computing, specifically at the Ph.D. level and beyond. The overarching goal of the iAAMCS is to increase the number of African-Americans obtaining computing sciences doctoral degrees leading to an increase in the number of African-American researchers in the academy, government, and industry. Toward this goal, the iAAMCS Alliance will (1) increase the number of African-American Ph.D. graduates who enter the workforce with a research focus; (2) retain and advance African-American Ph.D. students, faculty and researchers in computing; and (3) develop future African-American leaders with computing expertise in the academy, government, and industry. The iAAMCS will be evaluated by a prestigious advisory committee consisting of experts from computing as well as an external peer evaluation conducted by the new Center for the Evaluation of the Research Pipeline (CERP). Academy; Advisory Committees; African American; Alabama; Collaborations; Doctor's Degree; Evaluation; Evaluation Research; Faculty; Florida; Future; Goals; Government; Industry; Institutes; Mentors; peer; Research; Research Personnel; Resources; Rice; Science; Students; Universities; Wisconsin; WorkNSF BPC-A: INSTITUTE FOR AFRICAN-AMERICAN MENTORING IN COMPUTING SCIENCES (IAAMCS)",0.999999,1e-06,1e-06,1e-06,1e-06,1e-06,0.999999
792,"NON-TECHNICAL SUMMARYThis DMREF project aims to make breakthroughs in understanding and designing novel superconductors, magnetic semiconductors, and other magnetic materials.  The research can lead to development of materials with higher transition temperatures suitable for applications to electronic devices with novel functionalities.  To achieve this goal, collaborative research will be performed by five Principal Investigators (PIs) specializing in a variety of techniques and methods, including neutron scattering (Dai) and muon spin relaxation (Uemura) as advanced magnetic probes, synthesis and charge transport of nano-scale systems (Ni and Kim), and theory and computational material design (Kotliar).  The team members will unite their forces and expertise to characterize high-quality specimens with multiple experimental probes, to explore electric field-effect doping of charge carriers using nano-scale devices, to interpret the results using advanced computational models, and to design and synthesize new materials.  As demonstrated in recent discoveries of ferromagnetic semiconductors that have crystal structures identical to those of Fe-based high-Tc superconductors, encounters and coherent collaboration between experts from different research communities will lead to unanticipated breakthroughs.  Since 2011, the PIs from Columbia and Rice have organized live/video lecture courses for entry-level graduate students  Frontiers of Condensed Matter Physics  seeking broader impact, and have accumulated about 100 video lectures of leading scientists describing modern studies of solid state physics.  The present project will allow adding a new series to this course involving faculty members from Columbia, Rice, Harvard, Rutgers, and UCLA and connecting their classrooms with a web-based technology for simultaneous broadcast. TECHNICAL SUMMARYCondensation and pairing mechanisms of high-Tc cuprate and iron-based superconductors have not yet been established.  However, there are growing signatures pointing toward the important role played by magnetic interactions.  With multi-probe experimental researchers using neutrons, muons, transport, and scanning tunneling microscopy (STM), supplemented by quantitative comparison to advanced computation, the present DMREF project will shed new light on the quest for understanding unconventional superconductors.  In conjunction with the predictive powers of advanced computational methods, a better understanding of the physical mechanisms at work will contribute to the ability to design materials with higher transition temperatures.  Carrier doping using electric field effects will provide a new route to search for novel superconductors, less sensitive to disorder effects associated with conventional doping with chemical substitutions.  Transport results on Fermi-level tuning via electrolyte gate voltage will be directly compared to advanced theoretical computations on electronic structures.  Additionally, the formation of interfaces of unconventional superconductors and their magnetic derivatives, and engineering of phase changes via charge-doping with field-effect gating, will result in devices with novel functionality, leading to an as yet unexplored interdisciplinary research front.  This project will provide a unique collaborative experience involving leading researchers, graduate students, and postdocs with multiple research fields and techniques that will make important contributions to the development of the future leaders of modern physics research. base; Charge; chemical substitution; Collaborations; Communities; Computer Simulation; Computing Methodologies; design; Development; Devices; Disease; electric field; Electrolytes; electronic structure; Electronics; Engineering; experience; Faculty; frontier; Future; Goals; graduate student; Interdisciplinary Study; Iron; Lead; lectures; Life; Light; Magnetism; member; Methods; Muons; nanoscale; Neutrons; novel; Online Systems; phase change; Physical condensation; Physics; Play; Postdoctoral Fellow; Principal Investigator; Relaxation; Research; Research Design; Research Personnel; Rice; Role; Route; Scanning Tunneling Microscopy; Scientist; Semiconductors; Series; solid state; Specimen; Structure; System; Techniques; Technology; theories; Transition Temperature; voltage; WorkDMREF/COLLABORATIVE RESEARCH: DESIGNING, UNDERSTANDING AND FUNCTIONALIZING NOVEL SUPERCONDUCTORS AND MAGNETIC DERIVATIVES",0.999999,1e-06,1e-06,1e-06,0.999999,0.999999,1e-06
793,"NON-TECHNICAL SUMMARYThis DMREF project aims to make breakthroughs in understanding and designing novel superconductors, magnetic semiconductors, and other magnetic materials.  The research can lead to development of materials with higher transition temperatures suitable for applications to electronic devices with novel functionalities.  To achieve this goal, collaborative research will be performed by five Principal Investigators (PIs) specializing in a variety of techniques and methods, including neutron scattering (Dai) and muon spin relaxation (Uemura) as advanced magnetic probes, synthesis and charge transport of nano-scale systems (Ni and Kim), and theory and computational material design (Kotliar).  The team members will unite their forces and expertise to characterize high-quality specimens with multiple experimental probes, to explore electric field-effect doping of charge carriers using nano-scale devices, to interpret the results using advanced computational models, and to design and synthesize new materials.  As demonstrated in recent discoveries of ferromagnetic semiconductors that have crystal structures identical to those of Fe-based high-Tc superconductors, encounters and coherent collaboration between experts from different research communities will lead to unanticipated breakthroughs.  Since 2011, the PIs from Columbia and Rice have organized live/video lecture courses for entry-level graduate students  Frontiers of Condensed Matter Physics  seeking broader impact, and have accumulated about 100 video lectures of leading scientists describing modern studies of solid state physics.  The present project will allow adding a new series to this course involving faculty members from Columbia, Rice, Harvard, Rutgers, and UCLA and connecting their classrooms with a web-based technology for simultaneous broadcast. TECHNICAL SUMMARYCondensation and pairing mechanisms of high-Tc cuprate and iron-based superconductors have not yet been established.  However, there are growing signatures pointing toward the important role played by magnetic interactions.  With multi-probe experimental researchers using neutrons, muons, transport, and scanning tunneling microscopy (STM), supplemented by quantitative comparison to advanced computation, the present DMREF project will shed new light on the quest for understanding unconventional superconductors.  In conjunction with the predictive powers of advanced computational methods, a better understanding of the physical mechanisms at work will contribute to the ability to design materials with higher transition temperatures.  Carrier doping using electric field effects will provide a new route to search for novel superconductors, less sensitive to disorder effects associated with conventional doping with chemical substitutions.  Transport results on Fermi-level tuning via electrolyte gate voltage will be directly compared to advanced theoretical computations on electronic structures.  Additionally, the formation of interfaces of unconventional superconductors and their magnetic derivatives, and engineering of phase changes via charge-doping with field-effect gating, will result in devices with novel functionality, leading to an as yet unexplored interdisciplinary research front.  This project will provide a unique collaborative experience involving leading researchers, graduate students, and postdocs with multiple research fields and techniques that will make important contributions to the development of the future leaders of modern physics research. base; Charge; chemical substitution; Collaborations; Communities; Computer Simulation; Computing Methodologies; design; Development; Devices; Disease; electric field; Electrolytes; electronic structure; Electronics; Engineering; experience; Faculty; frontier; Future; Goals; graduate student; Interdisciplinary Study; Iron; Lead; lectures; Life; Light; Magnetism; member; Methods; Muons; nanoscale; Neutrons; novel; Online Systems; phase change; Physical condensation; Physics; Play; Postdoctoral Fellow; Principal Investigator; Relaxation; Research; Research Design; Research Personnel; Rice; Role; Route; Scanning Tunneling Microscopy; Scientist; Semiconductors; Series; solid state; Specimen; Structure; System; Techniques; Technology; theories; Transition Temperature; voltage; WorkDMREF/COLLABORATIVE RESEARCH: DESIGNING, UNDERSTANDING AND FUNCTIONALIZING NOVEL SUPERCONDUCTORS AND MAGNETIC DERIVATIVES",0.999999,1e-06,1e-06,1e-06,0.999999,0.999999,1e-06
794,"NON-TECHNICAL SUMMARYThis DMREF project aims to make breakthroughs in understanding and designing novel superconductors, magnetic semiconductors, and other magnetic materials.  The research can lead to development of materials with higher transition temperatures suitable for applications to electronic devices with novel functionalities.  To achieve this goal, collaborative research will be performed by five Principal Investigators (PIs) specializing in a variety of techniques and methods, including neutron scattering (Dai) and muon spin relaxation (Uemura) as advanced magnetic probes, synthesis and charge transport of nano-scale systems (Ni and Kim), and theory and computational material design (Kotliar).  The team members will unite their forces and expertise to characterize high-quality specimens with multiple experimental probes, to explore electric field-effect doping of charge carriers using nano-scale devices, to interpret the results using advanced computational models, and to design and synthesize new materials.  As demonstrated in recent discoveries of ferromagnetic semiconductors that have crystal structures identical to those of Fe-based high-Tc superconductors, encounters and coherent collaboration between experts from different research communities will lead to unanticipated breakthroughs.  Since 2011, the PIs from Columbia and Rice have organized live/video lecture courses for entry-level graduate students  Frontiers of Condensed Matter Physics  seeking broader impact, and have accumulated about 100 video lectures of leading scientists describing modern studies of solid state physics.  The present project will allow adding a new series to this course involving faculty members from Columbia, Rice, Harvard, Rutgers, and UCLA and connecting their classrooms with a web-based technology for simultaneous broadcast. TECHNICAL SUMMARYCondensation and pairing mechanisms of high-Tc cuprate and iron-based superconductors have not yet been established.  However, there are growing signatures pointing toward the important role played by magnetic interactions.  With multi-probe experimental researchers using neutrons, muons, transport, and scanning tunneling microscopy (STM), supplemented by quantitative comparison to advanced computation, the present DMREF project will shed new light on the quest for understanding unconventional superconductors.  In conjunction with the predictive powers of advanced computational methods, a better understanding of the physical mechanisms at work will contribute to the ability to design materials with higher transition temperatures.  Carrier doping using electric field effects will provide a new route to search for novel superconductors, less sensitive to disorder effects associated with conventional doping with chemical substitutions.  Transport results on Fermi-level tuning via electrolyte gate voltage will be directly compared to advanced theoretical computations on electronic structures.  Additionally, the formation of interfaces of unconventional superconductors and their magnetic derivatives, and engineering of phase changes via charge-doping with field-effect gating, will result in devices with novel functionality, leading to an as yet unexplored interdisciplinary research front.  This project will provide a unique collaborative experience involving leading researchers, graduate students, and postdocs with multiple research fields and techniques that will make important contributions to the development of the future leaders of modern physics research. base; Charge; chemical substitution; Collaborations; Communities; Computer Simulation; Computing Methodologies; design; Development; Devices; Disease; electric field; Electrolytes; electronic structure; Electronics; Engineering; experience; Faculty; frontier; Future; Goals; graduate student; Interdisciplinary Study; Iron; Lead; lectures; Life; Light; Magnetism; member; Methods; Muons; nanoscale; Neutrons; novel; Online Systems; phase change; Physical condensation; Physics; Play; Postdoctoral Fellow; Principal Investigator; Relaxation; Research; Research Design; Research Personnel; Rice; Role; Route; Scanning Tunneling Microscopy; Scientist; Semiconductors; Series; solid state; Specimen; Structure; System; Techniques; Technology; theories; Transition Temperature; voltage; WorkDMREF/COLLABORATIVE RESEARCH: DESIGNING, UNDERSTANDING AND FUNCTIONALIZING NOVEL SUPERCONDUCTORS AND MAGNETIC DERIVATIVES",0.999999,1e-06,1e-06,1e-06,0.999999,0.999999,1e-06
795,"NON-TECHNICAL SUMMARYThis DMREF project aims to make breakthroughs in understanding and designing novel superconductors, magnetic semiconductors, and other magnetic materials.  The research can lead to development of materials with higher transition temperatures suitable for applications to electronic devices with novel functionalities.  To achieve this goal, collaborative research will be performed by five Principal Investigators (PIs) specializing in a variety of techniques and methods, including neutron scattering (Dai) and muon spin relaxation (Uemura) as advanced magnetic probes, synthesis and charge transport of nano-scale systems (Ni and Kim), and theory and computational material design (Kotliar).  The team members will unite their forces and expertise to characterize high-quality specimens with multiple experimental probes, to explore electric field-effect doping of charge carriers using nano-scale devices, to interpret the results using advanced computational models, and to design and synthesize new materials.  As demonstrated in recent discoveries of ferromagnetic semiconductors that have crystal structures identical to those of Fe-based high-Tc superconductors, encounters and coherent collaboration between experts from different research communities will lead to unanticipated breakthroughs.  Since 2011, the PIs from Columbia and Rice have organized live/video lecture courses for entry-level graduate students  Frontiers of Condensed Matter Physics  seeking broader impact, and have accumulated about 100 video lectures of leading scientists describing modern studies of solid state physics.  The present project will allow adding a new series to this course involving faculty members from Columbia, Rice, Harvard, Rutgers, and UCLA and connecting their classrooms with a web-based technology for simultaneous broadcast. TECHNICAL SUMMARYCondensation and pairing mechanisms of high-Tc cuprate and iron-based superconductors have not yet been established.  However, there are growing signatures pointing toward the important role played by magnetic interactions.  With multi-probe experimental researchers using neutrons, muons, transport, and scanning tunneling microscopy (STM), supplemented by quantitative comparison to advanced computation, the present DMREF project will shed new light on the quest for understanding unconventional superconductors.  In conjunction with the predictive powers of advanced computational methods, a better understanding of the physical mechanisms at work will contribute to the ability to design materials with higher transition temperatures.  Carrier doping using electric field effects will provide a new route to search for novel superconductors, less sensitive to disorder effects associated with conventional doping with chemical substitutions.  Transport results on Fermi-level tuning via electrolyte gate voltage will be directly compared to advanced theoretical computations on electronic structures.  Additionally, the formation of interfaces of unconventional superconductors and their magnetic derivatives, and engineering of phase changes via charge-doping with field-effect gating, will result in devices with novel functionality, leading to an as yet unexplored interdisciplinary research front.  This project will provide a unique collaborative experience involving leading researchers, graduate students, and postdocs with multiple research fields and techniques that will make important contributions to the development of the future leaders of modern physics research. base; Charge; chemical substitution; Collaborations; Communities; Computer Simulation; Computing Methodologies; design; Development; Devices; Disease; electric field; Electrolytes; electronic structure; Electronics; Engineering; experience; Faculty; frontier; Future; Goals; graduate student; Interdisciplinary Study; Iron; Lead; lectures; Life; Light; Magnetism; member; Methods; Muons; nanoscale; Neutrons; novel; Online Systems; phase change; Physical condensation; Physics; Play; Postdoctoral Fellow; Principal Investigator; Relaxation; Research; Research Design; Research Personnel; Rice; Role; Route; Scanning Tunneling Microscopy; Scientist; Semiconductors; Series; solid state; Specimen; Structure; System; Techniques; Technology; theories; Transition Temperature; voltage; WorkDMREF/COLLABORATIVE RESEARCH: DESIGNING, UNDERSTANDING AND FUNCTIONALIZING NOVEL SUPERCONDUCTORS AND MAGNETIC DERIVATIVES",0.999999,1e-06,1e-06,1e-06,0.999999,0.999999,1e-06
796,"NON-TECHNICAL SUMMARYThis DMREF project aims to make breakthroughs in understanding and designing novel superconductors, magnetic semiconductors, and other magnetic materials.  The research can lead to development of materials with higher transition temperatures suitable for applications to electronic devices with novel functionalities.  To achieve this goal, collaborative research will be performed by five Principal Investigators (PIs) specializing in a variety of techniques and methods, including neutron scattering (Dai) and muon spin relaxation (Uemura) as advanced magnetic probes, synthesis and charge transport of nano-scale systems (Ni and Kim), and theory and computational material design (Kotliar).  The team members will unite their forces and expertise to characterize high-quality specimens with multiple experimental probes, to explore electric field-effect doping of charge carriers using nano-scale devices, to interpret the results using advanced computational models, and to design and synthesize new materials.  As demonstrated in recent discoveries of ferromagnetic semiconductors that have crystal structures identical to those of Fe-based high-Tc superconductors, encounters and coherent collaboration between experts from different research communities will lead to unanticipated breakthroughs.  Since 2011, the PIs from Columbia and Rice have organized live/video lecture courses for entry-level graduate students  Frontiers of Condensed Matter Physics  seeking broader impact, and have accumulated about 100 video lectures of leading scientists describing modern studies of solid state physics.  The present project will allow adding a new series to this course involving faculty members from Columbia, Rice, Harvard, Rutgers, and UCLA and connecting their classrooms with a web-based technology for simultaneous broadcast. TECHNICAL SUMMARYCondensation and pairing mechanisms of high-Tc cuprate and iron-based superconductors have not yet been established.  However, there are growing signatures pointing toward the important role played by magnetic interactions.  With multi-probe experimental researchers using neutrons, muons, transport, and scanning tunneling microscopy (STM), supplemented by quantitative comparison to advanced computation, the present DMREF project will shed new light on the quest for understanding unconventional superconductors.  In conjunction with the predictive powers of advanced computational methods, a better understanding of the physical mechanisms at work will contribute to the ability to design materials with higher transition temperatures.  Carrier doping using electric field effects will provide a new route to search for novel superconductors, less sensitive to disorder effects associated with conventional doping with chemical substitutions.  Transport results on Fermi-level tuning via electrolyte gate voltage will be directly compared to advanced theoretical computations on electronic structures.  Additionally, the formation of interfaces of unconventional superconductors and their magnetic derivatives, and engineering of phase changes via charge-doping with field-effect gating, will result in devices with novel functionality, leading to an as yet unexplored interdisciplinary research front.  This project will provide a unique collaborative experience involving leading researchers, graduate students, and postdocs with multiple research fields and techniques that will make important contributions to the development of the future leaders of modern physics research. base; Charge; chemical substitution; Collaborations; Communities; Computer Simulation; Computing Methodologies; design; Development; Devices; Disease; electric field; Electrolytes; electronic structure; Electronics; Engineering; experience; Faculty; frontier; Future; Goals; graduate student; Interdisciplinary Study; Iron; Lead; lectures; Life; Light; Magnetism; member; Methods; Muons; nanoscale; Neutrons; novel; Online Systems; phase change; Physical condensation; Physics; Play; Postdoctoral Fellow; Principal Investigator; Relaxation; Research; Research Design; Research Personnel; Rice; Role; Route; Scanning Tunneling Microscopy; Scientist; Semiconductors; Series; solid state; Specimen; Structure; System; Techniques; Technology; theories; Transition Temperature; voltage; WorkDMREF/COLLABORATIVE RESEARCH: DESIGNING, UNDERSTANDING AND FUNCTIONALIZING NOVEL SUPERCONDUCTORS AND MAGNETIC DERIVATIVES",0.999999,1e-06,1e-06,1e-06,0.999999,0.999999,1e-06
797,"Rice University, the University of Michigan, and University of Illinois at Urbana-Champaign are awarded collaborative grants to develop and implement algorithms and software tools for the analysis of gene genealogies and inference of species phylogenies from them. A gene genealogy, also known as gene tree, models how genes replicate and get transmitted from one generation to the next during evolution. A species phylogeny models how species arise and diverge. A species phylogeny is traditionally inferred by a three-step process: (1) a genomic region from the set of species under study is sequenced; (2) a  gene tree  is inferred for the genomic region; and, (3) the gene tree is declared to be the species tree. However, recent evolutionary genomic analyses of various groups of organisms have demonstrated that different genomic regions may have evolutionary histories that disagree with each other as well as with that of the species. Further, evolutionary processes such as horizontal gene transfer, result in network-like, rather than tree-like, species phylogenies. This joint project will develop accurate computational methods for determining the causes of gene tree discordance, and inferring species phylogenies (trees as well as networks) from gene trees despite their discordance. Special emphasis will be put on the efficiency of the methods so that they allow for analysis of genome-scale data sets. All methods will be implemented and extensively tested for performance. All methods developed will be made publicly available in software packages that we have been developing in the respective groups. The material will be integrated into courses that the PIs regularly teach at their respective institutions. Last but not least, the project will culminate with a two-day workshop, open to students and post-doctoral fellows from around the country, with presentations by the investigators on the methodologies developed, as well as hands-on tutorials on using the tools in analyzing data. Algorithms; Award; Computer software; Computing Methodologies; Country; Data; Data Analyses; Data Set; Educational process of instructing; Educational workshop; Evolution; Genealogy; Generations; Genes; Genome; genome analysis; Genomics; Grant; Hand; Horizontal Gene Transfer; Illinois; Institution; Joints; Methodology; Methods; Michigan; Modeling; novel; Organism; performance tests; Phylogeny; Postdoctoral Fellow; Process; Recording of previous events; Research; Research Personnel; Rice; Software Tools; Students; tool; Trees; UniversitiesCOLLABORATIVE RESEARCH: NOVEL METHODOLOGIES FOR GENOME-SCALE EVOLUTIONARY ANALYSIS OF MULTI-LOCUS DATA",0.999999,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
798,"This project supports a cooperative research effort by Foster Agbelvor of Utah State University and Waleed El-Zawawy of the National Research Center, Cairo, Egypt. The goal of their project is to develop new catalysts that can be used to convert waste agricultural biomass feedstocks directly into phenols and anhydrosugars which can then be used, without any secondary separation steps, to produce biodegradable plastics and other value added products. This research seeks to improve the process of catalytic pyrolysis, which uses heat and a catalyst to break down tough, lignocellulosic biomass, in this case agricultural waste from rice, cotton and banana farming, into small molecules that can be used for other purposes. In this research effort, the products of catalytic pyrolysis, anhydrosugars and phenolics, will be used to make biodegradable plastics. Overall, this process allows plastics to be made from a renewable resource that is otherwise a waste material, while also making a product plastic that causes less pollution.  The Egyptian team will be primarily responsible for developing new catalysts while the U.S. team will work to improve the pyrolysis process including the use and recycling of gases, with both teams seeking to improve yields of the desired aromatic products. The research effort will also use the oils produced from fractional catalytic pyrolysis to produce biobased polyurethane foam and  novolac  polymers.Overall this research may lead to new knowledge of how to produce chemicals from lignocellulosic biomass. It will also demonstrate how to generate new and high-value plastic products from agricultural wastes that are widely available in Egypt and the USA, while simultaneously addressing the problem of disposal of those agricultural wastes. In Egypt the byproducts of rice and cotton production are often burned in the fields, increasing air pollution that is responsible for significant deterioration of archeological monuments. The conversion of the agricultural residues to biobased materials has the potential to start new industries and create employment opportunities in rural Egypt and the USA. The project will also involve the participation of female scientists such as Dr. Maha Ibrahim, the training of Egyptian junior researchers and a U.S. graduate student. This project is funded through the US-Egypt Joint Science and Technology Fund Program. Support for the U.S. side of these cooperative projects is provided to the National Science Foundation by the U.S. Department of State. The Egyptian Government provides support for the Egyptian side of the collaboration. Address; Agriculture; Air Pollution; Banana; Biomass; Burn injury; catalyst; Chemicals; Collaborations; Deterioration; Egypt; Employment Opportunities; Farming environment; Female; Fostering; Foundations; Funding; Gases; Goals; Gossypium; Government; graduate student; Heating; improved; Industry; Joints; Knowledge; Lead; Oils; Phenols; Plastics; Pollution; Polymers; polyurethane foam; Process; Production; programs; Recycling; Research; Research Personnel; Resources; Rice; Rural; Science; Scientist; Side; small molecule; Technology; Training; Universities; Utah; wasting; WorkUS-EGYPT COOPERATIVE RESEARCH: FRACTIONAL CATALYTIC PYROLYSIS FOR THE PRODUCTION OF BIOBASED MATERIALS AND FUELS",0.999999,1e-06,0.00037546237093854026,1e-06,1e-06,0.999999,0.999999
799,"Rice is a staple crop for nearly half of the people on Earth, yet its quality and quantity are affected by arsenic (As) with consequent impacts on global human health and food security. Silicon (Si) addition to rice paddy soil has been proposed as a potential mitigation strategy since the dominant form of As in rice paddies shares a root-uptake pathway with Si in rice; however, addition of Si may inadvertently impact other biogeochemical cycles such as iron (Fe) and carbon (C) in soil, depending on the source of Si used.  Thus, before Si addition can be proposed as a feasible strategy to mitigate arsenic uptake by rice globally, fundamental scientific questions must be addressed.  Accordingly, the goal of this project is to understand how different sources of Si added to soil will affect a) As uptake and accumulation in rice, b) Fe plaque formation and mineralogy (which influences As mobility), and c) carbon dioxide and methane production and efflux. The outcomes of this work will increase the basic scientific understanding of altered Si on As, Fe, and C cycling in rice paddies, and may identify an affordable and practical solution to the arsenic-in-rice problem with consequent benefits for the global society. Furthermore, the outcomes of this work have a strong educational component and will be widely disseminated to rice-growers through partnerships with non-profit organizations, and to the scientific community through peer-reviewed publications and conference presentations. This research will have both laboratory and field components and the investigations will span the nanometer to meter-field scale.  A major component is the establishment of a new outdoor research-education laboratory, the Rice Investigation, Communication, and Education (RICE) Facility. The RICE Facility will be constructed -with ongoing aid of students in the Landscape Design program- at the University of Delaware (UD), and will enable field experiments in rice paddy mesocosms during summers and allow the integration of research with educational outreach objectives. The overarching educational goal is to increase the representation of underrepresented groups in (geo)science by providing scholastic opportunities for female and economically-disadvantaged students.  Specifically, a) an annual 1-day summer-camp entitled Soil is Life will be developed at the RICE Facility for students from the all-female middle-school Serviam Academy, b) a high-school student from Newark High School will be paid to work on this project at the RICE Facility annually during summer months, c) a new undergraduate course will be developed that integrates soils and sustainability, and d) this project will directly train graduate students on this interfacial field of study.  The proposed research and education will propel the career as a young scientist, support her continual development into a successful teacher-scholar at University of Delaware, and support her ongoing commitment and efforts to increase the integration and representation of underrepresented groups in (geo)science. Academy; Address; Affect; Arsenic; Camping; Carbon; Carbon Dioxide; career; Communication; Communities; Delaware; design; Development; Economically Deprived Population; Education; Female; field study; food security; Goals; graduate student; Health Food; high school; High School Student; Human; improved; interfacial; Investigation; Iron; junior high school; Laboratories; Life; meter; Methane; nanometer; Nonprofit Organizations; Outcome; outreach; Pathway interactions; Peer Review; Plant Roots; Production; programs; Publications; Research; research study; Rice; Science; Scientist; Silicon; Societies; Soil; Solutions; Source; Students; symposium; teacher; Training; Underrepresented Minority; Universities; uptake; WorkCAREER: TOWARD AN IMPROVED UNDERSTANDING OF THE IMPACT OF SILICON ON ARSENIC, IRON, AND CARBON BIOGEOCHEMICAL CYCLING IN RICE PADDY SOILS",0.999999,1e-06,0.999999,0.9906893171573911,0.999999,1.3182970777111162e-06,1e-06
