PROJECT_ID,PROJECT_TERMS,PROJECT_TITLE,DEPARTMENT,AGENCY,IC_CENTER,PROJECT_NUMBER,PROJECT_START_DATE,PROJECT_END_DATE,CONTACT_PI_PROJECT_LEADER,OTHER_PIS,CONGRESSIONAL_DISTRICT,DUNS_NUMBER,ORGANIZATION_NAME,ORGANIZATION_CITY,ORGANIZATION_STATE,ORGANIZATION_ZIP,ORGANIZATION_COUNTRY,BUDGET_START_DATE,BUDGET_END_DATE,CFDA_CODE,FY,FY_TOTAL_COST,FY_TOTAL_COST_SUB_PROJECTS,ABSTRACT
589396, Breeding; Cereals; Development; Disease; Disease Resistance; disorder control; Food; Genetic; improved; Industrial fungicide; mildew; Oklahoma; Plant Leaves; Population; Production; programs; Reaction; Resistance; Testing; trait; United States; Universities; Wheat; Work,TESTING DISEASE REACTION OF BREEDER LINES TO FACILITATE DEVELOPMENT OF IMPROVED WHEAT VARIETIES AND OPTIMIZING WHEAT DISEASE CONTROL WITH FUNGICIDES,USDA,NIFA,,0090499,10/1/2012,9/30/2017,"HUNGER, R. M.","CARVER, B  F ; EDWARDS, J ; YAN, L ",,49987720.0,OKLAHOMA STATE UNIVERSITY STILLWATER,STILLWATER,OK,74078-1030,UNITED STATES,,,10.203,2013,,,"Wheat is an important grain crop in Oklahoma, the United States and the world. With increasing population, there will be increases in food demands, and increasing production of all crops is critical. The purpose of this project is to enhance wheat production by working collaboratively with the wheat breeding program at Oklahoma State University to developed wheat varieties adapted for production in Oklahoma and the southern Great Plains that have improved agronomic traits (such as greater yield) as well as improved disease resistance. In addition to genetic resistance, fungicide application is another approach focused toward protecting the yield potential of a crop. This project also proposes to study their use to enhance wheat production, especially the question of whether or not applying a fungicide to a wheat variety resistant to foliar diseases (leaf rust and powdery mildew) results in increased yield and if so, what is the reason or cause for the increase."
589410, Acremonium; Area; base; Berberis; Biology; Cereals; Chemicals; density; Disease; Disease Resistance; disorder control; Epidemic; Genes; Genetic; Goals; improved; Industrial fungicide; insight; Knowledge; Laboratory Study; Lead; Link; Location; Methods; Molds; molecular marker; Nematoda; Outcome; Pacific Northwest; pathogen; Production; Research; Resistance; Resistance development; Rotation; Seeds; Snow; stem; Time; Variant; Washington; Wheat,BIOLOGY AND CONTROL OF DISEASES OF WHEAT PREVALENT IN THE U.S. PACIFIC NORTHWEST,USDA,NIFA,,0092343,1/1/2013,12/31/2017,"MURRAY, T. D.","CARTER, A ; HULBERT, S ",,41485301.0,WASHINGTON STATE UNIVERSITY,PULLMAN,WA,99164-0001,UNITED STATES,,,10.203,2013,,,"There are more than 14 diseases of wheat and two nematode pests with the potential to significantly reduce small grain yields in the U.S. Pacific Northwest. Current control methods for these diseases include cultural practices such as changes in seeding date, tillage methods, and crop rotation, chemical controls such as foliar and seed-applied fungicides, and growing disease resistant varieties. However, these controls are not entirely effective across the wheat growing area of eastern Washington and losses in grain production occur every year. In some cases we need a better understanding of basic disease biology to develop new or better approaches to control. In others, cultural practices are inadequate and varieties with highly effective resistance are not available, so new genes for disease resistance are needed along with methods that will enable breeders to rapidly incorporate them into new, adapted varieties. The methods used to accomplish the objectives of this project will include field, greenhouse and laboratory studies. The outcomes of this project will result in winter wheat germplasm adapted to the PNW with resistance to eyespot, Cephalosporium stripe, the snow molds, wheat streak mosaic and soilborne wheat mosaic that is highly effective, durable, and has a broader genetic base than is currently available. In addition, more resistance genes with linked molecular markers will broaden the genetic base of resistance and facilitate use of marker-assisted selection to speed the development of resistant varieties. Knowledge of genetic and pathogenic variation within these pathogens and potential interaction with resistance genes will be useful in deciding which resistance genes to deploy and may lead to new insights for long-term control of these diseases. Insuring effective fungicides are available for eyespot control will provide growers with an effective control option until such time that eyespot-resistant varieties are available for all production areas of Washington State. A greater understanding of the density and location of common barberry bushes in Washington will result in eradication of the alternate and fewer epidemics of stem rust. The ultimate goals of this research are to develop a better understanding of pathogen biology, improve control of these wheat diseases and reduce the impact they have on wheat production in Washington."
589493, Address; Affect; Agriculture; Arachis hypogaea; Data; Disease; Fatty Acids; Gas Chromatography; Genotype; Harvest; improved; Infection; Linoleic Acids; Methodology; Natural Resources; Oils; Oklahoma; Oleic Acids; pathogen; Peanuts - dietary; Phenotype; Process; Research; Resources; Sampling; Science; Scientist; Sclerotinia; Seeds; Soybeans; Staining method; Stains; trait; Universities; Wheat; Work,MANAGEMENT OF FIELD CROP DISEASES AND OIL QUALITY TRAITS OF PEANUT IN OKLAHOMA,USDA,NIFA,,0135371,10/1/2012,9/30/2017,"MELOUK, H. A.","DILLWITH, J ; GARZON, C ; GODSEY, C ; HUNGER, R ; MAREK, S ; PAYTON, M ",,49987720.0,OKLAHOMA STATE UNIVERSITY STILLWATER,STILLWATER,OK,74078-1030,UNITED STATES,,,10.203,2013,,,"The project is intended to address current issues related to selected crops grown in Oklahoma. These crops are peanut, soybean , and wheat. Several scientists from the Division of Agricultural Sciences and Natural Resources at Oklahoma State University will be combining their resources and expertise to research the proposed objectives. Research on peanut will address basic and applied work related to Sclerotinia blight that include cu 2. To genotype and phenotype emerging isolates of Sclerotinia species affecting peanut and soybean to improve Integrated Pest Management. Wheat research will be addressing the early infection process of wheat with the Tanspot pathogen utilizing fluorescent vital stains. Also, oil quality in high oleic peanut lines will be investigated as related to seed maturity. Harvested peanuts will be graded and sized to determine crop value. Also, peanut seed samples from each of the treatments will be taken to conduct oil analysis as well as fatty acid profile by gas chromatography according to established methodology. The results of this study will provide producers and processors data that will allow them to make informed decisions about how harvest date affects the oil quality of the crop. This should produce more consistently high oleic acid/linoleic acid ratios in the final product."
589568, Affect; Arachis hypogaea; Cereals; cost; Development; Environmental Wind; Fabaceae; farmer; Farming environment; fruits and vegetables; Gossypium; Harvest; improved; Insecta; medical specialties; Oklahoma; operation; Peanuts - dietary; prevent; Production; Reporting; Rotation; Savings; Soil; Soybeans; success; Surveys; System; Technology; Vegetables; Water; Wheat; Work,DEVELOPMENT AND REFINEMENT OF PRODUCTION SYSTEMS FOR CURRENTLY PRODUCED VEGETABLES AND NEW ALTERNATIVE CROPS IN OKLAHOMA,USDA,NIFA,,0153410,10/1/2012,9/30/2017,"BRANDENBERGER, L.","DAMICONE, J  P ; GODSEY, C ; KAHN, B ; MANESS, N  O ; TAYLOR, M ",,49987720.0,OKLAHOMA STATE UNIVERSITY STILLWATER,STILLWATER,OK,74078-1030,UNITED STATES,,,10.203,2013,,,"Larger producers of specialty crops in Oklahoma have traditionally earned their livelihood in diverse operations that not only include vegetable and fruit crops, but also traditional agronomic crops such as wheat, soybeans, grain sorghum, corn, peanuts, and cotton. Within this group of producers, a modest number have begun to incorporate some reduced tillage practices into their farming operations, particularly when those practices have a direct affect upon crop success. Reduced tillage practices have been examined and found to be beneficial by many agronomic crop producers within the state of Oklahoma. In a survey of farms within the state it was found that approximately one-third of farmers are utilizing some form of reduced tillage in their operation (Wright et al. 2010). Farms that produce specialty crops exclusively may or may not be using reduced tillage practices. Traditionally, few specialty crop producers report the use of reduced tillage practices. Although these practices have many benefits including reducing soil erosion from wind and water and improving soil condition, their use is dependent upon crop type and harvesting technology. Not all specialty crops are compatible within a reduced tillage system. Crops such as leafy greens require clean tillage to prevent crop debris and insects from being harvested along with the crop. That said, there are many specialty crops that may lend themselves to a reduced tillage approach to farming. Fruiting vegetable crops, cucurbits, legumes and other groups of vegetables may work well within this system. There are several benefits that may result from further examination of reduced tillage practices in specialty crops. Obvious benefits would include verification of reduced operational costs, reducing soil erosion, conservation of moisture and fuel savings. Less tangible issues that need examining might include impacts on soil organic matter and quality, stand establishment, and pest management effects between conventional and reduced tillage systems. A whole systems approach that includes both agronomic and vegetable crops may prove to be beneficial to farmers that need a number of unrelated crops for crop rotations to complete their farming system."
589879, base; Breeding; California; Disease Resistance; Evolution; Genes; Genetic; Molecular Genetics; pathogen; trait; Wheat,WHEAT BREEDING AND MOLECULAR GENETICS,USDA,NIFA,,0175703,10/1/2012,9/30/2017,"DUBCOVSKY, J.",,,47120084.0,UNIVERSITY OF CALIFORNIA DAVIS,DAVIS,CA,95618-6153,UNITED STATES,,,10.203,2013,,,"Enter Non-Technical Summary in this block. Situation: The continuous evolution of wheat pathogens requires a continuous breeding effort to maintain a viable wheat crop in California. In addition, continuous increases in yield and quality are required to maintain the competitiveness of California wheat growers. Purpose: This project studies the genetic basis of wheat disease resistance genes and quality traits to accelerate the incorporation of valuable agronomic traits into locally adapted wheat varieties."
591059, Agriculture; Area; Avena sativa; base; Breeding; Cereals; college; Commerce; cost; Development; farmer; Goals; improved; Industrial fungicide; insect disease; Insecticides; Investments; Nutrient; Oats; Plants; Price; Production; programs; Research; Resistance; Service Statistics; System; Texas; Triticum aestivum; Wheat,SMALL GRAINS BREEDING AND CROPPING SYSTEMS FOR NORTH TEXAS,USDA,NIFA,,0208936,10/13/2012,10/12/2017,"SUTTON, R. L.",,,78592789.0,TEXAS A &amp; M UNIVERSITY,LUBBOCK,TX,79409,UNITED STATES,,,10.203,2013,,,"Each year more than 5 million acres of small grains are grown in Texas, and approximately 700,000 are grown in the Blacklands and north east Texas. The grain yields of wheat (Triticum aestivum L.) have increased 10 bushels per acre from the 1960's to the 2000's (Texas Agricultural Statistics Service). These increases are due to a combination of both the development of improved cultivars through breeding and enhanced cultural practices. The cultivars being grown today have a higher yield potential, better utilization of available nutrients, and better disease and insect resistance. However, there still is a large gap between yield potential and realized yield in farmers' fields. Because these cultivars are more efficient users of inputs and require less fungicide and insecticide applications, wheat production has remained profitable even with higher input cost and average prices. It has been estimated that there is a 30 to 60 percent annual return on plant breeding investments. The goal of the Texas A&M AgriLife Research wheat breeding program is to develop hard red winter (HRW) and soft red winter (SRW) wheat cultivars for specific adaptation areas and management programs in Texas. The statewide wheat improvement program is organized into two  centers of excellence  in Amarillo/Vernon and College Station/Commerce. The SRW class will be the primary focus for the program based in Commerce, but some research will be done on HRW and oats (Avena sativa)."
591089, African race; Aluminum; American; Breeding; Cereals; Chemicals; Climate; cost; Country; Developmental Gene; Disease; Economics; farmer; Funding; Genes; Geographic Distribution; Head; Industrial fungicide; Lead; Minor; Molecular; novel; Oklahoma; pathogen; Photoperiod; Physiological; Plant Leaves; Production; programs; Race; Resistance; Scientist; Source; stem; Techniques; Temperature; trait; Uganda; United States; U-Series Cooperative Agreements; Wheat,"INCORPORATION OF GENES CONFERRING RESISTANCE TO LEAF, YELLOW, AND STEM RUST IN OKLAHOMA WHEAT",USDA,NIFA,,0209460,10/1/2012,9/30/2017,"YAN, L.",,,49987720.0,OKLAHOMA STATE UNIVERSITY STILLWATER,STILLWATER,OK,74078-1030,UNITED STATES,,,10.203,2013,,,"Oklahoma is one of the biggest wheat states in U.S., and wheat grains are one of the most important economic sources in this state. Leaf rust, yellow rust, stem rust (LYS rust) are the most common and devastating wheat diseases, which can lead to yield losses up to 40% in the world and resulted in losses of over $1 billion during the last ten years in the U.S. alone. In Oklahoma and in 2007 alone, leaf rust destroyed more than 10% of the wheat crop. Recent climate scenarios with increased temperature have also resulted in aggravation of the LYS rust diseases due to changes in geographic distribution of pathogens. The USDA Special Cooperative Agreement (SCA) program has recently funded a project to the wheat scientists in Oklahoma to breed elite wheat germplasm lines with effective major gene and/or minor gene resistance against new African races of stem rust. One of the new races, which was dubbed Ug99 after its country of origin (Uganda) and the year of its discovery (1999), may soon be headed to the United States. Phenotypic selection for resistance using common North American races will be difficult in most backgrounds due to the high frequency of endemic rust resistance genes. Therefore, marker-assisted selection for new resistance genes is necessary for virtually all new sources of rust resistance. Molecular techniques will be applied to select for the lines carrying the genes resistant to rust diseases in winter wheat. Contemporary varieties suitable for local wheat production will be determined according to adaptation to rust diseases and will be immediately extended to the wheat farmers and growers. These selected genes resistant to rust pathogens can be used to decrease yield losses and decrease costs on fungicide chemicals. These rust resistance genes will be combined with those genes for developmental genes for desirable traits in dual purpose wheat, including vernalization and photoperiod sensitivity, aluminum tolerance, spring-dormancy release, heading date and physiological maturity date to develop novel wheat varieties adapted to Oklahoma and surrounding states."
591200, Accounting; Agriculture; Bacteria; Categories; Complex; Computers; design; DNA; Ecosystem; Fibrinogen; fungus; Growth; Insecta; Knowledge; Lead; microbial; microbial community; microorganism; Nematoda; next generation; Nutrient; Organism; pathogen; Pilot Projects; plant growth/development; Plant Roots; Plants; Population; Productivity; Protozoa; Publishing; Services; Soil; Sorting - Cell Movement; Surface; System; Technology; Time; tool; Virus; Wheat,"IDENTIFICATION, ISOLATION AND CHARACTERIZATION OF PRODUCTIVITY ASSOCIATED MICROORGANISMS IN WHEAT",USDA,NIFA,,0210538,10/1/2012,9/30/2017,"ANDERSON, M.",,,49987720.0,OKLAHOMA STATE UNIVERSITY STILLWATER,STILLWATER,OK,74078-1030,UNITED STATES,,,10.203,2013,,,"Plant growth is dependent on a variety of factors one of which is the composition of the microbial community inhabiting the roots surfaces of plants known as the rhizosphere. Our knowledge concerning how the rhizosphere microbial community contributes to plant productivity is still very limited, but what is known is that these microorganisms help plants grow by increasing nutrient extraction efficiency from the soil, protecting against plant pathogens, and providing growth stimulating compounds. However, despite years of effort we still know very little concerning the identities of the microorganisms that help plants to be more productive. One of the reasons for this is the fact that the rhizosphere is in fact one of the most microbiologically complex systems known consisting of tens of thousands to millions of different organisms in a single gram of soil. Sorting all this out with its bewildering interactions has been considered a herculean impossible task. However, recent advances in next-generation-sequencing technology and computers have for the first time given us the tools to identify productivity associated players. We recently published results of three years effort that lead to the identification of 42 bacteria that promote and 39 that reduces plant growth. We did this by growing a population of plants and categorizing them according to the level of productivity from high to low. Then we extracted the DNA from the rhizosphere from each category and compared the microbial communities in rhizospheres differing dramatically in terms of productivity. This pilot study was conducted on a single soil system and focused on the bacteria component only. Its been known for some time that the microbial community differs dramatically in different soils, and bacteria are not the only important rhizosphere residents that contribute to plant productivity. Other residents include viruses, fungi, nematodes, protozoa, and micro-insects all contributing to the function of a vast and complex ecosystem. In this study we extend the results to include not only bacteria but other microbial residents using a variety of soil types. Extending beyond single soils or single class of microorganisms opens up a whole new perspective on this complex underground ecosystem. We anticipate that we will not only find more beneficial bacteria but also higher order organisms that help maintain productivity relationships in the ecosystem. By identifying the important players and their interactions we hope to be able to better design agricultural systems that take into account the native services provided by the soil and reduce inputs for increasing plant growth and agricultural yield."
591303, Address; Agriculture; Aluminum; aluminum sulfate; Animals; base; Beds; Characteristics; Chloride Ion; Chlorides; desulfurization; Effectiveness; Environmental Risk Factor; Family suidae; fly ash; Gases; Gypsum; improved; Industrial Product; landfill; Lead; Manure; Monitor; Oils; Production; Property; Recommendation; Research; Residual state; Risk; Site; Soil; Surface; Testing; Trace Elements; Waste Products; Water; water treatment; Wheat; Work,LAND APPLICATION AND BENEFICIAL RE-USE OF INDUSTRIAL AND AGRICULTURAL BY-PRODUCTS,USDA,NIFA,,0211273,10/1/2012,9/30/2017,"PENN, C.",,,49987720.0,OKLAHOMA STATE UNIVERSITY STILLWATER,STILLWATER,OK,74078-1030,UNITED STATES,,,10.203,2013,,,"The use of industrial by-products as PSMs has been shown to reduce soluble P concentrations in soils and manures. Several studies have shown that applications of PSMs rich in Al, Fe, or Ca can reduce soluble P concentrations in both soils and manure (Callahan et al., 2002; Elliott et al., 2002; Staats et al., 2004; Stout et al., 1998; Summers et al., 1996). For example, Stout et al. (1998) showed that a fluidized bed combustion fly-ash and a flue gas desulfurization by-product applied at 80 g kg-1 to Berks soil were able to decrease soil M3-P, Bray-I P, and water soluble P (WSP) by 45, 50, and 72%, respectively. Animal manures amended with PSMs can decrease P concentrations in runoff compared to non-treated manure when land applied (DeLaune et al., 2004; Smith et al., 2001, 2004). For example, Smith et al., (2001) conducted a study in which alum and aluminum chloride were amended to swine manure and applied to runoff plots. Non-treated manure resulted in 5.5 mg soluble reactive P (SRP) L-1 runoff while the treated manures ranged in runoff SRP from 3.66 to 0.55 mg P L-1 depending upon rate. As expected then, PSMs have also been shown to lead to short term decreases in runoff and leachate P concentrations (Elliott et al., 2002; Summers et al., 1996). In a study conducted by Elliot et al. (2002), leachate P was monitored from greenhouse columns where bahiagrass (Paspalum notatum Flugge) was grown on Immokalee soil amended with triplesuperphosphate (TSP) at an equivalent rate of 224 kg P ha-1 and various water treatment residuals (WTRs) at 56 Mg ha-1. The authors found that in the absence of WTRs, 21% of added TSP leached over 4 mo, while co-applied WTRs reduced P losses to 3.5, 2.5, and < 1% for Fe, Al, and Ca WTRs. Significant reductions in runoff P concentrations can also occur when PSMs are directly amended to soils. In previous work, Penn and Bryant found that land applications of fly-ash, alum, WTRs, and gypsum directly to soil surfaces reduced runoff dissolved P concentrations 50 to 80% at one week after application. In addition, the effectiveness of the materials varied depending on site characteristics (soil properties). Very little research exists on the potential impact of drilling mud applications to soils. Bauder et al. (2005) conducted a study on wheat using water-based drilling mud. The authors showed that while the water-based drilling mud was not beneficial to wheat production, it was not detrimental to yield. Soil tests also indicated that the drilling mud applications did not increase extractable trace element concentrations. Less is known about oil based mud. These studies will contribute information on long term effectiveness of various PSMs in reducing P losses and determine an alternative use to locally statewide available waste products that would otherwise be landfilled. This work will address potential negatives impacts of land application of industrial by-products and how to assess this risk. Last, environmental risk information on land application drilling mud will be obtained, which will lead to improved recommendations."
592008, Agriculture; Canada; Chemicals; Data; Economics; food quality; fruits and vegetables; Funding; Gossypium; Herb; Human Resources; Incentives; Label; Laboratories; medical specialties; Minor; Pest Control; Pesticides; programs; Province; Research; Research Personnel; Research Project Grants; research study; Risk; Sales; Scientist; Soybeans; Spices; tool; United States; Wheat; Work,REGISTRATION OF PEST CONTROL PRODUCTS IN SMALL ACREAGE/SPECIALTY CROPS AT THE NCSU IR-4 FIELD RESEARCH CENTER,USDA,NIFA,,0212973,10/1/2012,9/30/2017,"BATTS, R. B.",,,42092122.0,NORTH CAROLINA STATE UNIVERSITY RALEIGH,RALEIGH,NC,27695-0001,UNITED STATES,,,10.203,2013,,,"Small-acreage specialty crops occupy approximately 13.7 million acres in the United States. Sales of these crops are more than 67 billion dollars and make up approximately 40 percent of the total value of all U.S. crops. Growers of these minor crops, such as fruits, vegetables, herbs, and spices lack the availability of pesticides that are available to growers of major crops because the chemical registrants do not have the economic incentive to obtain the data necessary to register the pesticides on small acreage crops. Registrants are also concerned about product liability and will not register a use or will eliminate uses where liability is an issue. The USDA, with state agricultural experiment stations (SAES), recognized this problem in 1963 when they organized the Interregional Research Project Number 4 (IR-4) to assist specialty crop producers obtain EPA tolerances and new registered uses for pest control products. The IR-4 Project is the only publicly-funded program that conducts research and submits petitions to EPA to establish new tolerances and labeled uses for specialty crop growers. Growers are gradually losing many of the pest management tools they previously had because of regulatory issues such as the Food Quality Protection Act (FQPA) and other environmental concerns. There is a greater impact to growers of minor crops than those of major crops such as cotton, corn, soybeans and wheat. In the IR-4 program, federal scientists and state scientists work with growers, with researchers, and with extension personnel to identify minor use pesticide needs and with U.S. EPA to identify the data requirements to obtain clearances. This program is coordinated across the entire United States and Canada with 23 field research units in 18 states and 4 provinces and 5 analytical laboratories. The NCSU IR-4 Field Research Center was established in 1994 as part of this network. The IR-4 program concentrates its efforts on reduced risk pesticides as safer alternatives for minor crops."
594078, Adoption; Agriculture; design; Economics; Herbicides; improved; Insecta; Lead; Montana; Plant Diseases; Production; Risk; Rotation; Soil; Soil Degradation; System; Time; trend; Wheat,INTENSIFIED CROPPING SYSTEMS FOR SOUTHERN MONTANA,USDA,NIFA,,0218329,10/1/2012,9/30/2017,"MCVAY, K. A.","BURROWS, M ; CHEN, C ; JONES, C ; KEPHART, K ; LAMB, P ; MILLER, P ; SCHUMACHER, J ",0.0,625447982.0,MONTANA STATE UNIVERSITY - BOZEMAN,BOZEMAN,MT,59717,UNITED STATES,,,10.203,2013,,,"Dryland production in Montana is dominated by wheat/fallow crop rotations due primarily to the limited rainfall in the region, but also because wheat is very well adapted to the region. Maintaining fallow conditions, either through tillage or through multiple herbicide applications for nine or more months every other year leads to soil degradation and declines in soil quality and soil organic matter levels. This cropping system is not sustainable over several decades. Intensified crop production is possible if crops other than wheat are included. This study is designed to determine the proper sequence of crops to optimize economic return of the crop sequence while at the same time reducing the risk of plant disease and potential build-up of crop pests such as weeds or insects. The impact of the adoption of intensified crop rotations on extensive acreages in the Northern Great Plains will stop the decline in soil quality and has the potential to reverse this long-term trend for the region. Stabilizing and improving soil quality will lead to a more sustainable system of production agriculture in these regions of dryland agriculture."
594081, Agriculture; Appearance; Avena sativa; base; Breeding; Cereals; Chemicals; Complex; County; Development; Disease; Disease Management; disorder control; Economics; Environment; Europe; farmer; Farming environment; Foundations; Genetic; Health; Health Benefit; high risk; Human; Industrial fungicide; Industry; Killings; Livestock; Marketing; Measures; Mites; Montana; Mosaic Viruses; Oats; Organism; pathogen; Plant Diseases; Plants; Predisposition; Research; Resistance; Role; Rye cereal; System; tool; Triticum; United States; vector; Virus; Wheat,MANAGEMENT OF DISEASES IN MONTANA CROPS,USDA,NIFA,,0218333,10/1/2012,9/30/2017,"BURROWS, M.",,0.0,625447982.0,MONTANA STATE UNIVERSITY - BOZEMAN,BOZEMAN,MT,59717,UNITED STATES,,,10.203,2013,,,"Field crops are an important foundation for the Montana agricultural industry and revenue totaled $2.4 billion in 2011. The most significant crop in Montana was wheat (5.4 million acres, $1.4 billion) followed by barley (760k acres, $159 million). Our grain goes not only to support the livestock industry in Montana, but also for the export market. Plant diseases occur on every crop, and many threaten plant yield, quality, and sometimes human health. My project seeks to provide practical disease management options for crops grown in Montana. I will focus on the use of fungicides to control foliar pathogens and the role of viruses in our cropping systems. In 2011 the results of my research were used to save farmers in Montana $100 million in crop losses due to stripe rust throughout the state, and $500,000 in crop losses in Pondera County due to wheat viruses. Fungicides are very useful tools for disease control, but recent marketing for plant health benefit applications without disease in cereal crops may cause the development of disease organisms that cannot be killed by these chemicals (fungicide resistance), as has been seen in Europe. In addition, the economic benefit of spraying fungicides in an arid environment such as Montana is questionable when significant moisture is required for most fungal diseases to grow and infect plants. In the last 5 years I have rarely seen a yield benefit to fungicide application. We will likely see an increase in the number of acres to which a fungicide is applied where the economic benefit of that application is questionable. This project will continue on-farm fungicide trials, measuring disease and resulting yields. The information I provide growers and agricultural professionals via my extension activities including fact sheets, AgAlerts, presentations, field days, and media appearances will be used on farms and contribute to the economic viability of Montana cropping systems. I will also focus my efforts on include wheat viruses. Cereal viruses represent a growing and complex threat to the sustainability of the cereal cropping system. The wheat curl mite vectors multiple viruses among grassy weeds and cereal crops. Moreover, although wheat, barley, corn, oats, rye are all susceptible to viruses including Wheat streak mosaic virus, the impact of the more recently identified Wheat mosaic virus and Triticum mosaic virus are unknown. Understanding the spread of cereal viruses is critical as no effective chemical (acaracide) or genetics-based (plant breeding) management options exist. This project will result in a greater understanding of the susceptibility of wheat varieties to WSMV strains from across the Great Plains of the United States. This will assist wheat breeders in variety selection for resistance against WSMV. Farmers at high risk for WSMV may choose varieties with resistance to viruses to reduce disease losses. This is particularly relevant in southern states, where early planting and grazing of winter wheat facilitates the pathogen survival in green plant material."
594083, base; Bread; Breeding; Disease; gene cloning; Genes; Host resistance; pathogen; Pathway interactions; Population; Process; Regulation; Resistance; resistance mechanism; Virulence; Wheat,FUNCTIONAL ANALYSIS OF RUST RESISTANCE IN WHEAT,USDA,NIFA,,0218338,10/1/2012,9/30/2017,"HUANG, L.","GIROUX, M ",0.0,625447982.0,MONTANA STATE UNIVERSITY - BOZEMAN,BOZEMAN,MT,59717,UNITED STATES,,,10.203,2013,,,"Wheat rusts, caused by fungal pathogens, are destructive diseases of wheat worldwide. The most effective and widely utilized defense against these pathogens is the use of host resistance. However, durability of a resistant cultivar has been difficult to achieve due to frequent change of virulence in the pathogen population. So far, the basis of durability is still poorly understood, hampering efforts to breed for durable resistance. The aim of the proposed studies is to understand innate resistance mechanisms in bread wheat by dissecting the whole process leading to rust resistance; and to find out at which point we can manipulate the pathway to develop cultivars with durable resistance as well as more effective approaches to introduce exotic resistance genes. We have chosen the Lr21 locus for these studies because we have cloned this gene and platform to study the entire defense regulation has been established."
597792, Accounting; Address; Adoption; Agriculture; Animals; Area; Artificial Insemination; base; beef; Birth; Businesses; Cattle; cost; Cost Control; Decision Making; economic impact; Enrollment; Farming environment; feeding; Feeds; Fertility; improved; Industry; Infertility; meetings; Methods; North Dakota; Nutrition management; Nutritional; operation; Performance; Practice Management; Production; programs; Recommendation; Reproduction; reproductive; Reproductive Techniques; Research Project Grants; Resources; Sales; Savings; Science; Soybeans; Weaning; Wheat,IMPROVING BEEF CATTLE REPRODUCTION AND NUTRITIONAL MANAGEMENT,USDA,NIFA,,0228594,10/1/2012,9/30/2017,"DAHLEN, C. R.","CATON, J ; NEVILLE, B ; SCHAUER, C ",0.0,803882299.0,NORTH DAKOTA STATE UNIVERSITY,WAHPETON,ND,58076-0001,UNITED STATES,,,10.203,2013,,,"Animal agriculture in North Dakota is dominated by cow-calf production. As of January 1, 2011, North Dakota had 880,000 beef cows and 60,000 cattle in feedlots. Cow-calf production is the top ranked animal sector in North Dakota, and sale of cattle and calves ranked number four (behind wheat, soybeans, and corn) in farm receipts with a value of $596,094,000 in 2009. The area of production most critical in beef cow-calf operations is the ability of a cow to give birth and raise a healthy calf until weaning. Reproductive performance is variable among herds (Larson et al., 2006; Dahlen et al., 2010) and estimates indicate the beef industry loses $1.06 billion in revenue as a result of infertility (Lamb et al., 2008). Identifying reproductive techniques or management practices that enhance reproductive performance could provide North Dakota producers opportunities to recapture some of the $65.8 million lost annually to infertility. The area of cost control most critical to beef cow-calf operations is feed cost. Feed costs account for over 60% of annual cow costs (Miller et al., 2001). In 2010, North Dakota producers enrolled in the Farm Business management program spent $190.67 per cow on purchased or grown feeds (NDCTE, 2011). Based on these estimates, it would take $167.8 million to feed the 880,000 cows in North Dakota during the winter of 2011-2012 alone. Identifying methods to improve the utilization of feed resources and achieving producer adoption of these methods would have a significant economic impact. The objectives of this project focus on the cow/calf resource base and explore strategies for producers to optimize the management of their cows along with the calves they produce. The project objectives will be met with research projects that determine the impact of incorporating artificial insemination in commercial operations and with projects that evaluate nutritional strategies to optimize performance, production, and profit potential for producers. Issues addressed in this project are paramount to the continued sustainability of the North Dakota beef industry. Projects that focus on improving fertility are geared toward retaining a portion of the $65.8 million lost annually to infertility in North Dakota. Nutrition and management projects capable of improving feed utilization a mere 5% have the potential to save cow-calf producers in North Dakota $8.4 million with greater improvements yielding even more savings. Equally important to conducting quality research projects that address producer concerns, however, is the dissemination of project results. Discovering opportunities that improve performance, production, and profit in beef herds along with identifying needs-based research projects for and with the assistance of North Dakota beef producers will provide NDSU clientele the science-based recommendations needed to allow informed decision making and continued excellence."
597906, Area; base; Cereals; Communities; design; Fertilization; Fertilizers; Human Resources; improved; meetings; Minerals Nutrition; Montana; Nutrient; Paper; Production; Publications; Reporting; Research; Research Project Grants; sensor; Site; symposium; System; Time; web site; Wheat,NUTRIENT MANAGEMENT STRATEGIES FOR IMPROVED SMALL GRAIN PRODUCTION,USDA,NIFA,,0228979,10/1/2012,9/16/2014,"WALSH, O, .","CHEN, CH,  ; WICHMAN, DA,  ",0.0,625447982.0,MONTANA STATE UNIVERSITY - BOZEMAN,BOZEMAN,MT,59717,UNITED STATES,,,10.203,2013,,,"Spring wheat and winter wheat are the major grain cereal crops grown in Montana. This is an applied field-oriented research project designed to provide producers, consultants, and agency personnel with research-based information on crop mineral nutrition, fertilizer use and other agronomic concerns relevant to the Western Triangle area of Montana. For example, real-time site-specific and crop-specific nutrient management strategies will be developed for small grain production systems. Also, the impact of sensor-based approach to fertilization on yield and fertilizer use efficiency of cereal crops will be evaluated. Information will be made available in the form of an annual research reports posted on the web site: ag.montana.edu/wtarc/. Research results from all projects will be disseminated to producers and extension personnel at community meetings and through extension publications. Contributions to the scientific community will be made through conference presentations and the publication of scholarly papers."
