,PROJECT_ID,PROJECT_TERMS,PROJECT_TITLE,DEPARTMENT,AGENCY,IC_CENTER,PROJECT_NUMBER,PROJECT_START_DATE,PROJECT_END_DATE,CONTACT_PI_PROJECT_LEADER,OTHER_PIS,CONGRESSIONAL_DISTRICT,DUNS_NUMBER,ORGANIZATION_NAME,ORGANIZATION_CITY,ORGANIZATION_STATE,ORGANIZATION_ZIP,ORGANIZATION_COUNTRY,BUDGET_START_DATE,BUDGET_END_DATE,CFDA_CODE,FY,FY_TOTAL_COST,FY_TOTAL_COST_SUB_PROJECTS,ABSTRACT
46,682917, Animal Feed; Architecture; Area; Axilla; base; Biomass; California; Cereals; Characteristics; comparative; Data; Development; Educational Curriculum; Environment; experience; Fertility; Food; Genbank; Genes; Genetic; Growth and Development function; high school; Immersion Investigative Technique; insight; Journals; Knowledge; Maize; Mentors; Modification; Oklahoma; outreach; Pathway interactions; Plants; Play; Poaceae; Population; positional cloning; post-doctoral training; Publications; Regulation; repository; Research; Research Project Grants; research study; Resources; Role; Rural; Schools; Science; science education; Signal Transduction; skills; Students; symposium; Taxon; teacher; transcriptomics; undergraduate student; Universities; Variant; web site; West Virginia,THE GENETIC ARCHITECTURE OF TILLERING IN PANICOID CEREALS,NSF,NSF,,1339332,6/1/2014,5/31/2018,"DOUST, ANDREW N","WHIPPLE, CLINTON; ANGLE, JULIE; HAWKINS, JENNIFER; CHUCK, GEORGE",3.0,049987720,OKLAHOMA STATE UNIVERSITY STILLWATER,STILLWATER,OK,74078-1011,UNITED STATES,,,47.074,2014,1580708.0,,"PI: Andrew Doust (Oklahoma State University - Stillwater) CoPIs: Julie Angle (Oklahoma State University - Stillwater), George Chuck (University of California - Berkeley), Jennifer Hawkins (West Virginia University - Morgantown), and Clint Whipple (Brigham Young University - Provo) Tillers are axillary branches that are initiated at the base of the grass plant and that create the characteristic tufted form of most grasses.  They play important roles in grain yield and biomass accumulation, and understanding the genetic signals that regulate the number, size and fertility of tillers is of critical importance for optimizing yield potential in the world's major food, animal feed and biofuel grass crops. In addition, the initiation of tillers is important for perenniality in many grasses, and as such, full knowledge of the tillering pathway will contribute to the development of perennial biofuel and grain crops. The panicoid grasses are immensely important for all of these uses, and the full suite of genes that comprise the tillering pathway and the components that have been selected during domestication are largely unknown.  This project exploits evolutionary variation and changes during domestication in three panicoid cereals (maize, sorghum and foxtail millet) and their wild, highly tillered ancestors to uncover the genetic regulation and evolutionary modification of tillering.  Forward and reverse genetic approaches and transcriptomic analysis in both ancestral and domesticated backgrounds will provide insight into the gene networks necessary for growth and development of tillers in panicoid grasses. It is anticipated that the results from this comparative project will extend to and inform experiments across a wide range of agronomically important taxa.In addition to training postdoctoral associates and graduate and undergraduate students, this project aims to immerse high school science teachers from rural schools and from areas serving high proportions of underrepresented student populations in a research environment that will be combined with professional development activities. This immersion experience will help educators gain an explicit view of how scientific knowledge is generated and will assist with their own curriculum development.  They will implement this new content knowledge and pedagogical skills into their existing curriculum, mentoring students and preservice teachers in student research projects, and coaching students in science fair competitions.  Scientific findings and educational outreach experiences will be shared at science and education conferences and through publication in scientific and practitioner journals. All data produced in this project will be accessible through a project website (http://tillering.okstate.edu) and long-term through public repositories including GenBank, Gramene, MaizeGDB and PLEXdb.  Curriculum materials and lesson plans will be made available as they are produced at http://tillering.okstate.edu. Germplasm resources will be available upon request or through the Maize Genetics Cooperation Stock Center (http://maizecoop.cropsci.uiuc.edu)."
47,683254, Address; Agriculture; Altitude; Anthropology; Anxiety; Area; Biodiversity; Biotechnology; case-based; Cereals; Conflict (Psychology); Data; design; Development; Dimensions; Ecology; Economic Development; Economics; ethnographic method; Ethnography; Event; farmer; Food; food security; Government; graduate student; Hand; India; Interview; Knowledge; Marketing; Methods; Millet; Nature; news; Participant; Plants; Policies; Population Growth; Population Sizes; Process; Production; Property; Publications; Reliance; Research; Research Personnel; Rural; Scientist; Site; social; Source; Switzerland; symposium; System; Training; Woman,"DOCTORAL DISSERTATION RESEARCH: AN ANTHROPOLOGICAL ANALYSIS OF FOOD SECURITY, BIODIVERSITY, AND PLANT BIOTECHNOLOGY IN AN EMERGENT MARKET",NSF,NSF,,1355496,6/1/2014,11/30/2015,"CRAPANZANO, VINCENT B","CHANDRASEKARAN, PRIYA",12.0,620128194,CUNY GRADUATE SCH AND UNIV CTR,NEW YORK,NY,10016-4309,UNITED STATES,,,47.075,2014,18881.0,,"CUNY Graduate Center doctoral candidate Priya Chandrasekaran, supervised by Dr. Vincent Crapanzano, will research the dynamics of national food security strategies that rely on biotechnology for intensified agricultural production. Such policies have historically had to contend on the one hand with anxieties about declining crop yields and population growth, and on the other hand with concerns about a reliance on plant biotechnology and rainfed grains impacts ecology and biodiversity. The research will be situated in the Himalayan foothills and on millet production. This is an ideal area for investigating such issues, given the enormous size of the population served by this agricultural sector, the government's 20-year engagement with economic liberalization practices, and the recent implementation of a national food security strategy designed to address the problems of expanding population growth and stifled grain yields through the intensification of high yield millet production. The researcher will analyze the symbolic, cultural, and political economic dimensions of competing projects for food security/sovereignty, biodiversity, and development and how they impact and utilize local knowledge systems. Her findings will contribute an ethnographic, case-based understanding to regional, national, and transnational debates about food, agriculture, and rural livelihoods.The project will involve ethnographic fieldwork across local, national, and transnational settings.  To gather data on the agroecological labor and livelihoods of farmers, the researcher will spend 9 months in two villages of differing altitude in Uttarakhand, north India where she will use participatory methods and conduct participant observation and interviews. To understand how rainfed grains and farmers are implicated in concerns about food security/sovereignty, biodiversity, and plant biotechnology, the researcher will conduct interviews, archival research, and participant observation for 4 months at key research, governing, corporate, and NGO sites in India and Switzerland. She will also analyze news articles, publications, and media sources, and attend conferences and events concerning food, agriculture, hill ecologies, and women in development. This research will contribute to growing anthropological debates about food security, sustainability in agriculture, and the anthropology of development. In particular, the project will help scientists better understand the social and ecological implications of plant biotechnology, food governance practices, and biodiversity.This project will contribute to training a graduate student in multi-sited ethnographic methods. The research will expand knowledge of global food systems; conflicts over the right to food, nature, and property; and the process of economic development."
48,690327, Agriculture; Animal Model; Biotechnology; Defense Mechanisms; design; Disease; Mediating; Millet; Mosaic Viruses; Outcome; Panicum; pathogen; Plants; Poaceae; Recording of previous events; Research; Resistance; role model; Signal Transduction Pathway; Stress; Systems Biology; Tobacco Mosaic Virus; United States; virology; Virus; Virus Diseases; Work,PANICUM MOSAIC VIRUS AND ITS SATELLITES IN GRASSES,USDA,NIFA,,1002777,4/7/2014,3/31/2019,"SCHOLTHOF, K.",,,078592789,TEXAS A &amp; M UNIVERSITY,LUBBOCK,TX,79409,UNITED STATES,,,10.203,2014,,,"Our research with Brachypodium and Setaria (millets) will further advance these plants for discovery of fundamental mechanisms by which viruses cause disease in grasses. Importantly, identification of such signature strategies used by PMV (or other viruses) that infect agronomic grasses will enable designing field resistance strategies against viruses. Because plant signal transduction pathways that mediate adaptation against diverse pathogens and abiotic stresses are highly interconnected, the defense mechanisms discovered by studying grass:virus interactions will also have broad applications in crop biotechnology in designing strategies to withstand multiple stresses. Within this, our reseach within the history of agriculture will explore the ideas and outcomes of the work of F. O. Holmes as he developed crop plants resistance to Tobacco mosaic virus infection. In addition, we will extend this work towards defining the roles of model organisms and systems biology with a particular focus on Tobacco mosaic virus and Brachypodium distachyon, in terms of progress in agricultural research, especially plant virology in the United States."
49,690689, Adoption; Agriculture; base; Biotechnology; Cereals; Costs and Benefits; Decision Analysis; Development; experience; farmer; Food; Gossypium; Hybrids; India; Industry; Literature; Modeling; Pennisetum; Policies; Political Factor; Process; Regulation; Relative (related person); Research; Rice; Seeds; Support Groups; Technology; Testing; trait; Translating; Voting; Wheat; Work,IMPACT ANALYSES AND DECISION STRATEGIES FOR AGRICULTURAL RESEARCH (NC1003),USDA,NIFA,,1003658,9/1/2014,9/30/2016,"HOCHMAN, G, .",,,001912864,RUTGERS THE ST UNIV OF NJ NEW BRUNSWICK,NEW BRUNSWICK,NJ,08901-8559,UNITED STATES,,,10.203,2014,,,"Biosafety regulation is an important constraint to research on biotechnology and the spread of GM food crops. In India, for example, some states like Punjab encourage research on biotech crops while others like Bihar will not permit the testing of GM food crops in their state.This project will develop a model of farmers latent demand for GM traits based on farmers&#39; past experience with (i) Green Revolution technology in wheat and rice, (i) hybrid seeds of coarse grains such as corn, rice, sorghum and pearl millet, and (iii) GM cotton. This latent demand is then converted into actual political demand for regulatory action or policies depending on the relative power of farmers in that state which will be a function of (i) the share of farmers voting in that state, (ii) the number of large commercial farmers, (iii) the size of agricultural input and processing industries in that state and (iv) other political factors. Thus, this work will try and identify the factors that hamper or facilitate the development and adoption of GM traits.The meta-study will then supplementthis work and summarize what the literature has shown up to today, while the third part of the project will try and better understand how the benefits and costs from the adoption of the various traits is dissipated along the supply chain and how this might translate to groups that support the adoption of the trait or oppose it."
51,813592, absorption; Agriculture; Anatomy; Animal Model; Animals; bean; Biological Assay; Biological Availability; Biological Models; Caco-2 Cells; Caffeic Acids; Cell Culture Techniques; Chickens; Chlorogenic Acid; Collaborations; Complement; Digestion; DNA Shuffling; Domestic Fowls; Edible Plants; epicatechin; Flavonoids; Food; Food Processing; fruits and vegetables; Genes; Health; improved; In Vitro; International; Intestines; Iron; kaempferol; Knowledge; Lentils - dietary; Maize; Maps; Mass Spectrum Analysis; Measures; Methods; Modeling; molecular marker; Nutritional; Operative Surgical Procedures; Pennisetum; Phytochemical; Plant Genome; Plants; Preparation; Process; Quantitative Trait Loci; Research; Rice; screening; Seeds; Sorghum; Surgical Models; Techniques; tool; Work; Zinc,"BIOAVAILABILITY OF IRON, ZINC AND SELECT PHYTOCHEMICALS FOR IMPROVED HEALTH",USDA,ARS,,ARS-0426380,1/29/2014,1/28/2019,"GLAHN, RAYMOND P",,23.0,,AGRICULTURAL RESEARCH SERVICE,ITHACA,NY,14853,UNITED STATES,,,10.001,2014,962419.0,,"Objective(s): 1. In collaboration with international teams of plant breeders, we will develop lines of staple food crops such as beans, pearl millet, sorghum, rice, lentils and maize with improved Fe and Zn content and bioavailability.  1.A.  Identify molecular markers and ultimately the genes that influence iron level and bioavailability in maize seed.  Quantitative trait loci (QTL) mapping and an in-vitro digestion/Caco-2 cell culture model system will be used for this research sub-objective.    1.B.  Identify molecular markers and ultimately the genes that influence iron level and bioavailability in lentils.  Quantitative trait loci (QTL) mapping and an in-vitro digestion/Caco-2 cell culture model system will be used for this research sub-objective.      1.C.  Identify agricultural and processing practices that enhance the nutritional quality of Fe in staple food crops.  1.D.  Continue our work to identify compounds that promote or inhibit Fe bioavailability in staple food crops.   2.  Evaluate a surgical duodenal loop model in poultry as a tool to measure bioavailability of health promoting phytochemicals.   2.A. Determine if absorption of selected phytochemicals can be measured in the poultry duodenal loop model.  2.B. Define bioavailability of specific phytochemicals from select foods using the validated duodenal loop model.  Approach: This project has two major objectives.  The first is to develop lines of staple food crops with improved bioavailability and content of iron (Fe).  To do so we will employ our established screening tools of an iron bioavailability bioassay and an animal model.  In conjunction with these tools, we will make use of mass spectroscopy and marker assisted molecular breeding techniques.  With these approaches, we will be able to identify and utilize regions of the plant genome that harbor genes associated with the enhanced food crop nutritional quality for Fe. To further complement the above approaches, we will continue our work on the identification of agricultural and food processing practices that enhance the bioavailability and content of Fe and Zn in staple food crops.   The second major objective of this project is to develop a method to measure and evaluate the bioavailability of functional phytochemicals from plant foods.  To do so, we will assess the use of a surgical model utilizing the unique intestinal anatomy of the broiler chicken to measure absorption of compounds from the duodenal segment of the intestine.  This approach uses an established surgical preparation involving anesthetized animals.  Our initial efforts with this model will focus on compounds that are common to many staple food crops, fruits and vegetables.  These phytochemicals will include the flavonoids epicatechin, quercitin, caffeic acid, chlorogenic acid and kaempferol. Enhancing our knowledge of bioavailability of health promoting phytochemicals will significantly improve efforts to develop more nutritious plant foods."
53,804482, Address; Agriculture; Area; Biochemical; Biochemical Pathway; cell type; comparative; Complex; Computer Simulation; Data; Derivation procedure; Development; doctoral student; Educational workshop; Environmental Impact; Evolution; Family; Foundations; Future; Gene Expression; Genomics; High School Student; insight; Lead; Learning; metabolomics; Missouri; Molecular; network models; novel; Organism; Pennisetum; Phenotype; Photosynthesis; Phylogenetic Analysis; Plants; Poaceae; Process; Research; skills; Source; Sunlight; System; Temperature; Time; Training; trait; Tribes; Universities; wasting; Work,"DISSERTATION RESEARCH: C4 PHOTOSYNTHETIC EVOLUTION; SUB-TYPES, DIVERSITY, AND FUNCTION WITHIN THE GRASS TRIBE PANICEAE",NSF,NSF,,1501406,7/1/2015,6/30/2016,"PIRES, JOSEPH C","WASHBURN, JACOB; CONANT, GAVIN",4.0,153890272,UNIVERSITY OF MISSOURI-COLUMBIA,COLUMBIA,MO,65211-1230,UNITED STATES,,,47.074,2015,15329.0,,"Most plants convert sunlight to energy using a process known as C3 photosynthesis, but in areas with higher daytime temperatures a second type of photosynthesis, C4, is often more efficient.  C4 photosynthesis has evolved independently in at least sixty different plant lineages including over 20 times in the economically important grass family, Poaceae.  Transitions from C3 to C4 are particularly common within the grass tribe Paniceae, which contains the crop plants pearl millet and foxtail millet, and the potential biofuel source, switchgrass.  This research will use a variety of complementary approaches to better understand the systematics of Paniceae grasses and the evolution of C4 photosynthesis. One doctoral student will be trained in diverse phylogenetic, molecular and computational modeling skills, and high school students from diverse backgrounds will learn about photosynthesis at a one-day workshop at the University of Missouri. A better understanding of C4 photosynthesis could eventually lead to the development of higher yielding crops. The multiple independent derivations of C4 photosynthesis has resulted in a diverse group of photosynthetic subtypes, many of which are poorly understood.  Paniceae is an ideal system for remedying this deficit because there are multiple origins of C4 phenotypes among its species.  Using a novel integration of comparative phylogenomics, metabolic network modeling, and cell-type-specific gene expression data, this research will lead to a better understanding of the relationships among Paniceae grasses, and the evolution and function of C4 photosynthesis.  Specific key questions that will be addressed include: Is C4 photosynthesis an example of convergent evolution on genomic and metabolomic levels or only phenotypically convergent? Have the three C4 photosynthesis biochemical sub-types evolved from one another or has each originated independently? To what extent do two or more C4 photosynthesis biochemical sub-types operate together within a single organism, and what are the evolutionary implications of sub-type mixing? A better understanding of C4 photosynthesis will facilitate future research on crop improvements that could lead to less waste and fewer environmental impacts, and increased profitability of agricultural and bioenergy systems. In addition to providing new insights into the evolution of C4 photosynthesis this research also provides a foundation for further work on the evolution of other complex traits."
54,807256, Affect; Africa; Africa South of the Sahara; Agriculture; Area; base; Biology; Breeding; Carotenoids; Dioxygenases; Food; Genes; Genetic; Germination; Hormones; Hybrid Vigor; Location; Maize; Marketing; Millet; mutant; Mutation; Nature; novel strategies; Parasites; Plant Roots; Plants; Production; Resistance; Rice; Role; Seeds; Signal Transduction; Testing; Transgenic Organisms; United Nations FAO,EAGER: AN UNEXPLORED AVENUE OF STRIGA RESISTANCE IN MAIZE,NSF,NSF,,1521100,5/1/2015,4/30/2017,"KOCH, KAREN E","GUAN, JIAHN-CHOU; MCCARTY, DONALD",3.0,969663814,UNIVERSITY OF FLORIDA,GAINESVILLE,FL,32611-2002,UNITED STATES,,,47.074,2015,299998.0,,"Striga is a parasitic plant that feasts through the roots of corn, sorghum, upland rice, millet, and cowpea, devastating these crops and the lives of people who depend on them in sub-Saharan Africa and other areas in the developing world.  The Food and Agriculture Organization of the United Nations (FAO) notes that, while maize has the largest acreage of all field crops in Africa, the average yield (1.6 t/hectare) is less than 1/3 of that achieved per unit area elsewhere in the world. The situation is further exacerbated by widespread dispersal of Striga seeds that intermix with maize kernels and ears going to market.  This EAGER project will test a potentially novel strategy for dealing with Striga infestation using a newly identified transposon-induced (non-transgenic) mutant of maize.  This plant carries a mutation in a gene that encodes a carotenoid cleavage dioxygenase 8 (ccd8) and has been shown to produce little to no precursors for strigolactone (SL), a maize hormone that is sensed by the Striga parasite and is required as a chemo-signal for host location and germination of its own seeds. The non-transgenic nature of this new maize mutant also enhances prospects for its acceptance and use by peoples with diverse cultures. This project will test the extent to which actual interactions between maize and Striga are affected by the partially-understood roles of strigolactone in plant biology. The specific objectives are to: 1) determine the degree of resistance to Striga seed germination and host attraction offered by the ccd8 mutation, and 2) test the concept that a relatively modest yield penalty in ccd8 maize can be countered without losing Striga resistance, by breeding strategies based on hybrid vigor and naturally-occurring genetic modifiers.  If successful, this EAGER project will provide for a new strategy that could counter Striga-based yield losses that extend from 15% to 100%, thereby making maize production sustainable in Striga infested regions."
55,810753, acquired immunity; Antiviral Agents; base; Cereals; Complement 3a; Data; Defense Mechanisms; design; Disease; Disease Progression; Gene Expression Profile; Homeostasis; Hormones; Infection; interest; Knowledge; Millet; Mosaic Viruses; Outcome; Outcomes Research; Panicum; Plants; Poaceae; Research; Resistance; Satellite Viruses; Signal Transduction; Staging; Stress; System; Systemic infection; transcription factor; virology; Virulence; Virulent; Virus; Virus Diseases; virus host interaction,CHARACTERIZATION OF ANTIVIRAL DEFENSE MECHANISMS IN C3 AND C4 GRASSES,USDA,NIFA,,2016-67013-24738,1/1/2016,12/31/2018,"SCHOLTHOF, KAREN-BETH G.","MANDADI, KRANTHI K.",17.0,847205713,TEXAS AGRILIFE RESEARCH,COLLEGE STATION,TX,778430000,UNITED STATES,,,10.31,2015,499990.0,,"Non-technical Summary. Most plant virology research thus far has concentrated on avirulent (incompatible) interactions using dicot host:virus systems. We have observed that a compatible host:virus interaction of Panicum mosaic virus (PMV) in Brachypodium during the early stages of infection results in outcomes that are in contrast with those in avirulent and known virulent interactions of dicots--in particular, the suppression of ROS levels/signaling. Because ROS is crucial for plant basal and acquired immunity, its suppression by PMV could enable systemic infection. We recently determined the gross alterations in the transcriptome and the metabolome of Brachypodium distachyon (Brachypodium, a C3 grass) infected with Panicum mosaic virus (PMV). Of particular interest is our finding that the levels of key defense hormones and expression of several transcription factors and stress signal transduction components are modulated during the progression of disease. From these data, we have established the research aims: 1) Characterize how modulation of ROS homeostasis promotes PMV virulence; 2) Identify PMV-encoded effectors that target ROS defenses; and, 3) Determine if diverse grass-infecting viruses suppress ROS defenses in C3 and C4 grasses. Extending the findings of our studies with PMV to other economically important virus infections is a logical extension of our long-term interest in deciphering the basis of systemic (virulent, compatible) disease in grasses. The outcomes of this research will advance our fundamental knowledge of grass antiviral defense mechanisms and reveal strategies used by viruses to cause disease. Such knowledge will enable designing field resistance strategies to mitigate crop losses caused by viruses and associated stresses in millets, cereals, and bioenergy grasses."
56,811226, Adult; Anabolism; Cereals; deoxynivalenol; Disease; disorder control; Flowers; food security; Fungal Genes; Fusarium; Future; Genes; Growth; Head; Infection; Invaded; Millet; Molecular; Molecular Biology; Mycoses; Mycotoxins; novel; pathogen; Plant Diseases; Plants; Pollen Tube; practical application; Predisposing Factor; Production; Research Project Grants; research study; response; Rice; Signal Transduction; Staging; stem; Symptoms; Technology; Tissues; trichodiene synthase; Trichothecenes; Virulence; Virulence Factors; Wheat,RECOGNITION OF PLANT SIGNALS BY FUSARIUM GRAMINEARUM DURING INFECTION,USDA,NIFA,,1003659,10/1/2014,9/30/2019,"XU, JI, .",,,072051394,PURDUE UNIVERSITY,WEST LAFAYETTE,IN,,UNITED STATES,,,10.203,2015,,,"Plant diseases caused by various fungal pathogens are one major threat to global food security. One group of important but under-investigated pathogens specifically infects floral tissues (non-pathogenic on leaves or stems) (Ngugi &amp; Scherm, 2006). Some of them can mimic pollen tubes to invade and grow inside floral tissues (Ngugi &amp; Scherm, 2004). Because it is too late for disease control when symptoms become visible, crop diseases caused by floral pathogens such as wheat head blight, rice false smut, and ergots often result in significant yield losses and mycotoxin contaminations. Fusarium graminearum is the causal agent of wheat head blight or scab, which is one of the most destructive diseases of wheat in the US. On adult plants, this pathogen specifically infects flowering wheat heads and produces a trichothecene mycotoxin deoxynivalenol (DON), which is an important virulence factor (Proctor et al., 2002). The expression of TRI genes responsible for DON biosynthesis, including the TRI5 trichodiene synthase gene was detectable at early infection stages and infection cushions, which is likely trigged by plant factors. Earlier studies have indicated that certain compounds in floral tissues could stimulate fungal growth and virulence (Ngugi &amp; Scherm, 2006). Floral pathogens must be able to recognize these compounds as signals for the expression of infection-related genes. To date, no such factors that predispose floral tissues to fungal infection have been identified and confirmed by molecular studies. The proposed study aims to take advantages of recent advances in analytical technologies and molecular biology studies to identify wheat compounds in anthers that stimulate virulence in F. graminearum and fungal genes involved in the recognition and responses to these compounds. Identification of the compounds in wheat anthers that stimulate virulence and DON production will have a broader impact because F. graminearum also infects other small grains, such as barley and millets. Results from proposed experiments will provide much needed information for understanding the recognition of floral tissues by pathogens. Characterizing their biosynthesis pathoways in plants and molecular mechanisms involved in its recognition by F. graminearum can be developed in to future fundable research projects. In addition, reducing or disrupting its biosynthesis in wheat anthers can be developed as a novel disease control strategy, which is a likely practical application out of this study."
57,811546, Agriculture; Animals; Area; atypical pneumonia; Back; base; beef; Birth; Brassica; Cattle; Cereals; Clover; Communities; Complement; complement resource; consumer demand; Country; Cynodon; Diet; Directories; Disease; Domestic Fowls; Droughts; Economics; Fabaceae; falls; farmer; feeding; Fertilization; Fertilizers; Food; Forcible intercourse; Growth; gulf coast; Health; Hemolytic Anemia; Hybrids; Hypothyroidism; improved; Industry; Kale - dietary; Lactation; Left; Lolium; Louisiana; Marketing; Meat; meetings; Midwestern United States; news; Nitrates; Nitrogen; Nutrient; Nutritional Requirements; Nutritive Value; Ownership; Patient Self-Report; Pennisetum; Phase; planetary Atmosphere; Plant Roots; Plants; Poaceae; Poisoning; preference; Price; Production; Productivity; programs; Proteins; Published Directory; Reporting; Resources; Ruminants; Sales; Seasons; Services; Southeastern United States; success; Sudan; System; Time; tool; trend; Trifolium; Turnip - dietary; United States; United States Department of Agriculture; Weaning; Weather; Weight,MAXIMIZING FORAGE RESOURCES FOR BEEF CATTLE PRODUCTION IN THE GULF COASTAL REGION,USDA,NIFA,,1004419,10/2/2014,8/31/2018,"SCAGLIA, GU, .",,,623048105,LOUISIANA STATE UNIVERSITY,SHREVEPORT,LA,,UNITED STATES,,,10.203,2015,,,"In much of the southeastern United States, beef cattle production is a major enterprise. In Louisiana, the cattle industry had a value of $663 million in 2013, up 18% over 2012 (LSU AgCenter, 2014). Cattle and calves rank second only to poultry which is the largest animal industry in the state. Cow-calf producers in the United States typically market calves at weaning; most of these calves are born during the late-winter and or spring and consequently weaned in the fall. In general, producers have small numbers of cows (less than 100) and 90% of the calves weigh below 230 kg at weaning, leaving them with very little marketing opportunities for those calves. Only some producers have enough calves to market in a truck load (21,800 kg). Marketing alliances between small and medium size producers have had some success. For several weather-related reasons (drought, excessive cold/snowfall) in different areas of the country, cattle prices have been at an all-time high in recent years and have made a fresh weaned calf a valuable commodity, although analysts indicate that these times are not going to last and the cattle cycle will go back to  normal  by 2016. Regardless of the actual conditions, large economic benefits exist for beef cow-calf producers to retain ownership after weaning by growing calves to a heavier sale weight prior to finishing. Over the past two decades more cattle producers have been retaining ownership of their calves through the stocker phase, and in some cases, through the finishing phase as well (McKinnon, 2001; Rathwell, 2000). In addition, an increased number of summer row crop farmers are grazing stockers on winter cover crops, which include annual ryegrass (Lolium multiflorum L.) and small grains. Each year, several million calves graze cool-season pastures in the Southeastern United States to add valuable weight as stocker calves. Utilization of cool-season annual forages is one of the primary venues for growing these calves in this region of the country.In Louisiana there is the chance to grow abundant forage resources. Warm season perennial grasses primarily bermudagrass (Cynodon dactylon) and bahiagrass (Paspalum notatum) sometimes associated with dallisgrass (Paspalum dilatatum) are the  core  of perennial forages. Annual (sorghum-sudan hybrids [Sorghum sp.], pearl millet [Pennisetum glaucum]) summer grasses can complement these resources. In winter, cool season annual grasses (rye [Secale cereale], annual ryegrass) or legumes especially Trifolium sp such as ball (T. nigrescens L.), crimson (T. incarnatum), berseem (T. alexandrium), and white (T. repens) clover among others can be successfully planted. Even though these many species can fit into the different ecoregions of the SE, they are the warm season perennial grasses that have been traditionally the forage base for beef cattle systems. Around them and depending on production objectives there are more (or less) intensive systems. The intensive use of greater nutritive value pastures are usually pursued with classes of cattle that demand them such as stockers (steers and heifers) and forage-fed finishing programs. In spring-calving systems having cool season pastures is a major advantage providing nutritive value to the diet of highly demanding cows around parturition and through the first few months of lactation when nutrient demands are at their peak (NRC, 2000). The use of mixed swards (grasses and legumes) is an attractive alternative for producers because: 1) ruminants show preference for a rich (more than one component) diet (Scaglia and Boland, 2014a), and 2) legumes can fix nitrogen from the atmosphere, hence reducing the need for fertilizer.All these pastures, however, do not provide adequate year round supply of feed or an adequate nutritive composition. There are a few alternatives to extend the grazing season and try to reduce hay feeding periods, also called  transition periods  or  gap periods . These periods (usually May-June and October-December) of the year with these limitations are usually complemented with stockpiled or conserved forages, which, depending on the nutrient requirements of the animal, may or may not need to be supplemented. Forage brassica crops such as turnip, swede, rape, and kale can be spring seeded to supplement pastures in August and September or summer seeded to extend the grazing season in November and December. Due to the increase use of cover crops in the Northeast, Midwest and upper Midwest of the US, producers in the SE became familiar with other forage alternatives that can be used for grazing. Forage brassica crops such as turnip, swede, rape, and kale are annual crops that are highly productive and digestible and can be grazed 80 to 150 days after seeding, depending on the species. In addition, crude protein levels are high, varying from 15 to 25 percent in the herbage and 8 to 15 percent in the roots, depending on the level of nitrogen fertilization and weather conditions. Despite these advantages these forages require appropriate management not only for their own productivity but also for the grazing animals. Brassica crops can cause health disorders in grazing animals if not managed properly. The main disorders are bloat, atypical pneumonia, nitrate poisoning, hemolytic anemia (mainly with kale), hypothyroidism, and polioencephalomalacia (Hall and Jung, 2008).All around the US and Louisiana is no exception, there is a trend showing that consumers demand for  organic  or  natural  foods is increasing sharply. In recent years (up to 2012), there was annual growth in sales of 24 and 39% for natural and organic meats, respectively. Grass-fed beef is within these niche markets and its relevance has been noted by the USDA. In September 2013, The U.S. Department of Agriculture&#39;s (USDA) Agricultural Marketing Service (AMS) announced a new Market News report that covers grass fed beef (USDA-AMS, 2013). Furthermore, on April 2014 the USDA Grass Fed Program for Small and Very Small (SVS) Producers was presented as a verification tool for SVS producers to certify that animals meet the requirements of the AMS Grass (Forage) Fed Marketing Claim Standard. For this program, USDA is targeting producers that market 49 cattle or less each year (USDA-AMS, 2014). Adding to this trend, consumers are more inclined to support locally produced products, commercialized in farmers markets, favoring localized economies which by end result will strengthen the community&#39;s economy. From 1994 to 2013, the national count of farmer markets directory listings (which is voluntary and self-reported) increased from 1,775 to 8,144 with a 3.6% increase from 2012 (7864) to 2013. In Louisiana there are more than 120 farmer markets (LDAF, 2013).The present proposal plans to contribute to an already developing stocker and forage-fed beef industry in Louisiana and to improve the efficiency of utilization of the forage resources available in the Gulf Coast region."
